airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-01,Bangalore,Delhi,2024-12-03 14:05:00,2024-03-02 09:00:00,1135,1,No Info,20800
Jet Airways,2019-03-18,Bangalore,Delhi,2024-12-03 07:00:00,2024-12-03 16:10:00,550,1,No Info,12284
Vistara,2019-06-12,Bangalore,Delhi,2024-12-03 21:00:00,2024-12-03 23:50:00,170,0,No Info,4668
Multiple Carriers,2019-03-03,Delhi,Cochin,2024-12-03 07:10:00,2024-12-03 16:10:00,540,1,In-flight meal not included,8552
Jet Airways,2019-03-12,Bangalore,Delhi,2024-12-03 20:35:00,2024-03-13 19:10:00,1355,1,In-flight meal not included,11087
Air India,2019-06-21,Kolkata,Bangalore,2024-12-03 14:15:00,2024-12-03 16:45:00,150,0,No Info,5510
Multiple Carriers,2019-03-21,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 21:00:00,835,1,No Info,13062
Jet Airways,2019-05-24,Kolkata,Bangalore,2024-12-03 20:25:00,2024-05-25 14:25:00,1080,1,No Info,12121
Indigo,2019-06-01,Delhi,Cochin,2024-12-03 21:50:00,2024-06-02 03:35:00,345,1,No Info,8238
Jet Airways,2019-04-27,Bangalore,Delhi,2024-12-03 08:20:00,2024-12-03 11:20:00,180,0,No Info,7229
Jet Airways,2019-03-21,Delhi,Cochin,2024-12-03 22:00:00,2024-03-22 18:50:00,1250,1,No Info,12242
Indigo,2019-03-03,Delhi,Cochin,2024-12-03 02:00:00,2024-12-03 07:45:00,345,1,No Info,9257
Air India,2019-05-18,Delhi,Cochin,2024-12-03 19:45:00,2024-05-19 19:15:00,1410,2,No Info,10651
Vistara,2019-04-03,Bangalore,Delhi,2024-12-03 07:00:00,2024-12-03 09:40:00,160,0,No Info,5403
Indigo,2019-05-24,Chennai,Kolkata,2024-12-03 07:55:00,2024-12-03 10:15:00,140,0,No Info,3850
Indigo,2019-06-06,Kolkata,Bangalore,2024-12-03 06:20:00,2024-12-03 10:20:00,240,1,No Info,4226
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 14:05:00,2024-12-03 22:35:00,510,1,No Info,13626
Jet Airways,2019-05-15,Kolkata,Bangalore,2024-12-03 08:25:00,2024-12-03 18:15:00,590,1,No Info,14781
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 20:25:00,2024-05-19 19:10:00,1365,1,No Info,14151
Indigo,2019-06-27,Delhi,Cochin,2024-12-03 21:50:00,2024-06-28 03:35:00,345,1,No Info,5775
Air India,2019-06-15,Delhi,Cochin,2024-12-03 03:50:00,2024-12-03 19:15:00,925,1,No Info,9929
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 12:35:00,330,1,In-flight meal not included,12373
Air India,2019-06-27,Delhi,Cochin,2024-12-03 05:15:00,2024-06-28 07:40:00,1585,3,No Info,11543
Spicejet,2019-05-09,Kolkata,Bangalore,2024-12-03 15:05:00,2024-12-03 20:20:00,315,1,No Info,4963
Indigo,2019-05-18,Delhi,Cochin,2024-12-03 08:30:00,2024-12-03 21:00:00,750,1,No Info,7081
Spicejet,2019-03-21,Kolkata,Bangalore,2024-12-03 17:15:00,2024-12-03 19:45:00,150,0,No Info,3847
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 16:30:00,2024-06-13 20:45:00,1695,1,In-flight meal not included,8529
Multiple Carriers,2019-05-09,Delhi,Cochin,2024-12-03 09:00:00,2024-12-03 21:00:00,720,1,No Info,8073
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 10:00:00,2024-05-19 04:25:00,1105,1,In-flight meal not included,12373
Indigo,2019-05-01,Mumbai,Hyderabad,2024-12-03 09:10:00,2024-12-03 10:40:00,90,0,No Info,4575
Jet Airways,2019-05-15,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-16 04:40:00,520,1,No Info,13941
Multiple Carriers,2019-06-06,Delhi,Cochin,2024-12-03 07:00:00,2024-12-03 19:00:00,720,1,No Info,12192
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 11:30:00,2024-05-28 12:35:00,1505,1,In-flight meal not included,12898
Vistara,2019-05-21,Kolkata,Bangalore,2024-12-03 20:20:00,2024-05-22 23:25:00,1625,1,No Info,9345
Jet Airways,2019-03-18,Bangalore,Delhi,2024-12-03 08:00:00,2024-12-03 13:15:00,315,1,No Info,12284
Air Asia,2019-06-09,Delhi,Cochin,2024-12-03 07:55:00,2024-12-03 13:25:00,330,1,No Info,8759
Spicejet,2019-05-21,Chennai,Kolkata,2024-12-03 08:20:00,2024-12-03 10:35:00,135,0,No check-in baggage included,3543
Multiple Carriers,2019-06-27,Delhi,Cochin,2024-12-03 10:00:00,2024-06-28 01:30:00,930,1,No Info,7198
Spicejet,2019-06-18,Bangalore,Delhi,2024-12-03 21:10:00,2024-06-19 00:05:00,175,0,No Info,3971
Indigo,2019-05-27,Delhi,Cochin,2024-12-03 17:10:00,2024-05-28 01:30:00,500,1,No Info,6206
Goair,2019-06-15,Bangalore,Delhi,2024-12-03 07:45:00,2024-12-03 10:40:00,175,0,No Info,3898
Multiple Carriers,2019-06-03,Delhi,Cochin,2024-12-03 11:25:00,2024-12-03 19:00:00,455,1,No Info,10877
Multiple Carriers,2019-05-09,Delhi,Cochin,2024-12-03 12:50:00,2024-05-10 01:30:00,760,1,No Info,34273
Indigo,2019-06-12,Mumbai,Hyderabad,2024-12-03 09:10:00,2024-12-03 10:40:00,90,0,No Info,4049
Vistara,2019-03-01,Bangalore,Delhi,2024-12-03 21:10:00,2024-03-02 00:05:00,175,0,No Info,21730
Jet Airways,2019-05-21,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-22 09:20:00,800,1,In-flight meal not included,10844
Air India,2019-05-12,Kolkata,Bangalore,2024-12-03 20:45:00,2024-12-03 23:20:00,155,0,No Info,4880
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 12:00:00,330,1,No Info,13626
Air India,2019-04-03,Delhi,Cochin,2024-12-03 20:30:00,2024-04-04 23:00:00,1590,1,No Info,5022
Multiple Carriers,2019-06-01,Delhi,Cochin,2024-12-03 11:25:00,2024-12-03 19:15:00,470,1,No Info,8937
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 20:25:00,2024-05-19 23:35:00,1630,1,No Info,14151
Multiple Carriers,2019-06-12,Delhi,Cochin,2024-12-03 15:05:00,2024-06-13 01:30:00,625,2,No Info,15965
Indigo,2019-05-12,Bangalore,Delhi,2024-12-03 10:10:00,2024-12-03 13:00:00,170,0,No Info,3943
Spicejet,2019-03-15,Bangalore,Delhi,2024-12-03 05:45:00,2024-12-03 08:35:00,170,0,No check-in baggage included,5469
Indigo,2019-06-18,Kolkata,Bangalore,2024-12-03 15:15:00,2024-12-03 17:45:00,150,0,No Info,4804
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 22:50:00,2024-05-19 12:35:00,825,1,In-flight meal not included,12373
Air India,2019-05-01,Kolkata,Bangalore,2024-12-03 10:00:00,2024-05-02 13:45:00,1665,2,No Info,15164
Air India,2019-03-18,Bangalore,Delhi,2024-12-03 17:00:00,2024-12-03 19:45:00,165,0,No Info,4441
Jet Airways,2019-04-09,Delhi,Cochin,2024-12-03 05:30:00,2024-12-03 19:00:00,810,2,No Info,10909
Multiple Carriers,2019-06-27,Delhi,Cochin,2024-12-03 15:00:00,2024-06-28 01:30:00,630,1,No Info,13377
Air India,2019-06-09,Kolkata,Bangalore,2024-12-03 16:45:00,2024-06-10 21:05:00,1700,1,No Info,7662
Spicejet,2019-05-01,Mumbai,Hyderabad,2024-12-03 22:45:00,2024-05-02 00:15:00,90,0,No Info,2017
Goair,2019-03-03,Bangalore,Delhi,2024-12-03 15:45:00,2024-12-03 20:15:00,270,1,No Info,8352
Air India,2019-06-06,Mumbai,Hyderabad,2024-12-03 06:20:00,2024-12-03 07:40:00,80,0,No Info,3100
Air India,2019-03-15,Kolkata,Bangalore,2024-12-03 20:45:00,2024-12-03 23:20:00,155,0,No Info,4435
Air India,2019-05-15,Delhi,Cochin,2024-12-03 03:50:00,2024-12-03 19:15:00,925,1,No Info,8669
Spicejet,2019-05-01,Kolkata,Bangalore,2024-12-03 09:00:00,2024-12-03 11:25:00,145,0,No Info,4174
Air India,2019-03-03,Bangalore,Delhi,2024-12-03 11:05:00,2024-12-03 22:45:00,700,1,No Info,11444
Spicejet,2019-06-06,Kolkata,Bangalore,2024-12-03 17:10:00,2024-12-03 19:40:00,150,0,No Info,3873
Vistara,2019-06-12,Kolkata,Bangalore,2024-12-03 07:10:00,2024-12-03 18:50:00,700,1,No Info,8610
Air Asia,2019-06-09,Delhi,Cochin,2024-12-03 20:45:00,2024-06-10 07:10:00,625,1,No Info,10794
Air India,2019-03-18,Mumbai,Hyderabad,2024-12-03 19:30:00,2024-12-03 20:45:00,75,0,No Info,2050
Indigo,2019-05-15,Delhi,Cochin,2024-12-03 17:05:00,2024-12-03 22:15:00,310,1,No Info,6027
Indigo,2019-03-15,Bangalore,Delhi,2024-12-03 07:30:00,2024-12-03 12:20:00,290,1,No Info,6114
Indigo,2019-03-01,Mumbai,Hyderabad,2024-12-03 21:20:00,2024-12-03 22:45:00,85,0,No Info,12475
Air India,2019-03-27,Delhi,Cochin,2024-12-03 20:30:00,2024-03-28 08:15:00,705,1,No Info,5998
Jet Airways,2019-03-18,Bangalore,Delhi,2024-12-03 14:05:00,2024-12-03 19:10:00,305,1,No Info,14815
Air India,2019-05-15,Delhi,Cochin,2024-12-03 20:30:00,2024-05-16 08:15:00,705,1,No Info,10671
Multiple Carriers,2019-05-21,Delhi,Cochin,2024-12-03 13:00:00,2024-12-03 21:00:00,480,1,No Info,7888
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 21:00:00,780,1,No Info,13937
Goair,2019-06-03,Delhi,Cochin,2024-12-03 07:00:00,2024-12-03 12:55:00,355,1,No Info,4959
Jet Airways,2019-05-09,Kolkata,Bangalore,2024-12-03 08:25:00,2024-05-10 12:00:00,1655,1,In-flight meal not included,9663
Vistara,2019-06-27,Bangalore,Delhi,2024-12-03 09:45:00,2024-12-03 12:35:00,170,0,No Info,4668
Air Asia,2019-05-12,Kolkata,Bangalore,2024-12-03 06:50:00,2024-12-03 10:30:00,220,1,No Info,5162
Jet Airways,2019-04-09,Delhi,Cochin,2024-12-03 22:50:00,2024-04-10 12:35:00,825,1,No Info,11822
Indigo,2019-06-09,Bangalore,Delhi,2024-12-03 23:30:00,2024-06-10 02:20:00,170,0,No Info,4591
Jet Airways,2019-03-18,Bangalore,Delhi,2024-12-03 05:45:00,2024-12-03 10:45:00,300,1,No Info,12284
Indigo,2019-04-27,Kolkata,Bangalore,2024-12-03 17:15:00,2024-12-03 19:50:00,155,0,No Info,4804
Spicejet,2019-05-03,Kolkata,Bangalore,2024-12-03 22:20:00,2024-05-04 00:40:00,140,0,No Info,3873
Air India,2019-03-06,Delhi,Cochin,2024-12-03 17:20:00,2024-03-07 09:25:00,965,1,No Info,12677
Air Asia,2019-06-24,Kolkata,Bangalore,2024-12-03 19:55:00,2024-12-03 22:25:00,150,0,No Info,3807
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 19:00:00,660,1,No Info,16289
Air India,2019-05-21,Kolkata,Bangalore,2024-12-03 09:25:00,2024-05-22 13:45:00,1700,2,No Info,11542
Jet Airways,2019-03-21,Mumbai,Hyderabad,2024-12-03 19:35:00,2024-12-03 21:05:00,90,0,In-flight meal not included,2228
Air India,2019-03-03,Bangalore,Delhi,2024-12-03 05:50:00,2024-12-03 12:55:00,425,1,No Info,12389
Air India,2019-05-12,Kolkata,Bangalore,2024-12-03 09:25:00,2024-05-13 11:10:00,1545,1,No Info,8891
Air India,2019-06-15,Bangalore,Delhi,2024-12-03 10:00:00,2024-12-03 12:45:00,165,0,No Info,6961
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 12:50:00,2024-12-03 21:00:00,490,1,No Info,7670
Jet Airways,2019-05-12,Kolkata,Bangalore,2024-12-03 18:55:00,2024-05-13 08:15:00,800,1,No Info,14388
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 17:00:00,2024-06-10 09:45:00,1005,1,No Info,14151
Jet Airways,2019-05-15,Kolkata,Bangalore,2024-12-03 08:25:00,2024-12-03 20:45:00,740,1,In-flight meal not included,10844
Jet Airways,2019-03-24,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 18:10:00,700,1,No Info,13759
Air Asia,2019-03-09,Bangalore,Delhi,2024-12-03 05:50:00,2024-12-03 08:40:00,170,0,No Info,4284
Multiple Carriers,2019-06-12,Delhi,Cochin,2024-12-03 11:40:00,2024-12-03 19:15:00,455,1,No Info,8266
Spicejet,2019-04-06,Delhi,Cochin,2024-12-03 17:55:00,2024-12-03 22:50:00,295,1,No Info,4957
Air India,2019-06-01,Delhi,Cochin,2024-12-03 14:25:00,2024-06-02 19:15:00,1730,2,No Info,13591
Vistara,2019-03-24,Kolkata,Bangalore,2024-12-03 20:20:00,2024-03-25 22:55:00,1595,1,No Info,11682
Jet Airways,2019-06-15,Delhi,Cochin,2024-12-03 17:30:00,2024-06-16 04:25:00,655,1,In-flight meal not included,10262
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 22:50:00,2024-06-10 12:35:00,825,1,In-flight meal not included,10262
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 16:00:00,2024-05-28 19:00:00,1620,1,No Info,16079
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 21:50:00,2024-05-28 04:25:00,395,1,No Info,16079
Multiple Carriers,2019-06-09,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 16:10:00,545,1,No Info,9646
Spicejet,2019-06-09,Delhi,Cochin,2024-12-03 15:45:00,2024-12-03 22:05:00,380,1,No Info,6297
Jet Airways,2019-05-24,Kolkata,Bangalore,2024-12-03 20:25:00,2024-05-25 10:55:00,870,1,No Info,13067
Multiple Carriers,2019-03-06,Delhi,Cochin,2024-12-03 02:15:00,2024-12-03 15:30:00,795,1,No Info,17057
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-19 04:40:00,520,1,No Info,13941
Multiple Carriers,2019-03-01,Delhi,Cochin,2024-12-03 19:00:00,2024-03-02 01:35:00,395,1,No Info,23533
Vistara,2019-05-12,Bangalore,Delhi,2024-12-03 17:00:00,2024-12-03 19:35:00,155,0,No Info,4878
Jet Airways,2019-05-12,Bangalore,Delhi,2024-12-03 17:45:00,2024-12-03 20:45:00,180,0,In-flight meal not included,5198
Spicejet,2019-06-24,Delhi,Cochin,2024-12-03 08:45:00,2024-12-03 13:15:00,270,1,No Info,4812
Indigo,2019-04-03,Kolkata,Bangalore,2024-12-03 09:35:00,2024-12-03 12:20:00,165,0,No Info,4174
Air India,2019-03-03,Bangalore,Delhi,2024-12-03 08:15:00,2024-12-03 23:10:00,895,1,No Info,6781
Indigo,2019-03-01,Chennai,Kolkata,2024-12-03 07:55:00,2024-12-03 10:15:00,140,0,No Info,8580
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 09:35:00,2024-12-03 21:05:00,690,1,No Info,12692
Spicejet,2019-05-27,Kolkata,Bangalore,2024-12-03 17:10:00,2024-12-03 19:40:00,150,0,No check-in baggage included,3841
Jet Airways,2019-05-03,Mumbai,Hyderabad,2024-12-03 10:20:00,2024-12-03 11:50:00,90,0,In-flight meal not included,4995
Jet Airways,2019-05-21,Kolkata,Bangalore,2024-12-03 21:10:00,2024-05-22 08:15:00,665,1,In-flight meal not included,10844
Goair,2019-05-21,Delhi,Cochin,2024-12-03 07:00:00,2024-12-03 12:55:00,355,1,No Info,6633
Air India,2019-05-21,Delhi,Cochin,2024-12-03 05:00:00,2024-05-22 19:15:00,2295,2,No Info,9968
Jet Airways,2019-05-09,Delhi,Cochin,2024-12-03 23:05:00,2024-05-10 19:00:00,1195,2,No Info,15129
Spicejet,2019-04-24,Bangalore,Delhi,2024-12-03 05:55:00,2024-12-03 08:35:00,160,0,No Info,3971
Vistara,2019-06-12,Bangalore,Delhi,2024-12-03 11:30:00,2024-12-03 14:20:00,170,0,No Info,4668
Jet Airways,2019-05-09,Delhi,Cochin,2024-12-03 20:00:00,2024-05-10 04:25:00,505,2,No Info,16263
Jet Airways,2019-06-24,Delhi,Cochin,2024-12-03 21:25:00,2024-06-25 19:00:00,1295,2,No Info,13292
Goair,2019-06-27,Bangalore,Delhi,2024-12-03 11:40:00,2024-12-03 14:30:00,170,0,No Info,3898
Vistara,2019-06-09,Kolkata,Bangalore,2024-12-03 17:00:00,2024-06-10 10:45:00,1065,1,No Info,9922
Jet Airways,2019-05-24,Kolkata,Bangalore,2024-12-03 09:35:00,2024-12-03 23:35:00,840,1,No Info,14151
Indigo,2019-03-21,Chennai,Kolkata,2024-12-03 13:20:00,2024-12-03 15:35:00,135,0,No Info,3384
Multiple Carriers,2019-05-18,Delhi,Cochin,2024-12-03 04:55:00,2024-12-03 12:35:00,460,1,No Info,8882
Jet Airways,2019-05-09,Delhi,Cochin,2024-12-03 20:00:00,2024-05-10 04:25:00,505,2,In-flight meal not included,15318
Jet Airways,2019-03-06,Bangalore,Delhi,2024-12-03 07:00:00,2024-12-03 21:20:00,860,1,No Info,16736
Indigo,2019-05-15,Delhi,Cochin,2024-12-03 16:00:00,2024-05-16 01:30:00,570,1,No Info,7923
Jet Airways,2019-06-27,Delhi,Cochin,2024-12-03 09:40:00,2024-12-03 19:00:00,560,2,No Info,13014
Indigo,2019-06-21,Bangalore,Delhi,2024-12-03 04:00:00,2024-12-03 06:50:00,170,0,No Info,3943
Air India,2019-03-06,Mumbai,Hyderabad,2024-12-03 13:30:00,2024-12-03 16:55:00,205,2,No Info,18797
Jet Airways,2019-05-24,Delhi,Cochin,2024-12-03 23:05:00,2024-05-26 04:25:00,1760,2,No Info,15129
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 18:55:00,2024-06-10 04:40:00,585,1,In-flight meal not included,9663
Air India,2019-03-09,Bangalore,Delhi,2024-12-03 05:50:00,2024-12-03 22:45:00,1015,1,No Info,10657
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 21:10:00,2024-04-02 04:40:00,450,1,In-flight meal not included,8849
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 11:40:00,2024-12-03 19:00:00,440,2,No Info,18804
Air Asia,2019-03-27,Delhi,Cochin,2024-12-03 16:45:00,2024-03-28 07:10:00,865,1,No Info,6151
Spicejet,2019-04-18,Bangalore,Delhi,2024-12-03 09:30:00,2024-12-03 12:20:00,170,0,No check-in baggage included,5515
Indigo,2019-03-09,Delhi,Cochin,2024-12-03 02:00:00,2024-12-03 07:45:00,345,1,No Info,7060
Indigo,2019-06-06,Kolkata,Bangalore,2024-12-03 17:15:00,2024-12-03 19:50:00,155,0,No Info,4804
Indigo,2019-03-21,Delhi,Cochin,2024-12-03 09:10:00,2024-12-03 21:00:00,710,1,No Info,8285
Indigo,2019-03-03,Bangalore,Delhi,2024-12-03 19:35:00,2024-03-07 00:35:00,300,1,No Info,13292
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 21:10:00,2024-06-10 12:00:00,890,1,No Info,14571
Vistara,2019-05-01,Chennai,Kolkata,2024-12-03 07:05:00,2024-12-03 09:20:00,135,0,No Info,3687
Air India,2019-03-24,Kolkata,Bangalore,2024-12-03 12:00:00,2024-03-25 23:15:00,2115,3,No Info,14221
Air India,2019-03-09,Delhi,Cochin,2024-12-03 06:10:00,2024-12-03 23:00:00,1010,1,No Info,9064
Indigo,2019-04-09,Bangalore,Delhi,2024-12-03 22:10:00,2024-04-10 01:00:00,170,0,No Info,3943
Indigo,2019-06-06,Delhi,Cochin,2024-12-03 06:40:00,2024-12-03 21:00:00,860,1,No Info,6093
Indigo,2019-03-24,Bangalore,Delhi,2024-12-03 21:20:00,2024-03-22 00:15:00,175,0,No Info,4777
Spicejet,2019-04-18,Kolkata,Bangalore,2024-12-03 22:20:00,2024-04-19 00:40:00,140,0,No Info,4174
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 20:00:00,2024-06-13 09:20:00,800,1,In-flight meal not included,8529
Indigo,2019-06-12,Delhi,Cochin,2024-12-03 14:20:00,2024-12-03 22:30:00,490,1,No Info,6938
Indigo,2019-05-27,Mumbai,Hyderabad,2024-12-03 06:25:00,2024-12-03 07:55:00,90,0,No Info,4049
Spicejet,2019-03-06,Delhi,Cochin,2024-12-03 15:55:00,2024-12-03 21:55:00,360,1,No Info,9748
Jet Airways,2019-06-09,Mumbai,Hyderabad,2024-12-03 02:55:00,2024-12-03 04:20:00,85,0,No Info,5678
Multiple Carriers,2019-05-18,Delhi,Cochin,2024-12-03 06:00:00,2024-12-03 19:15:00,795,1,No Info,8476
Indigo,2019-03-15,Mumbai,Hyderabad,2024-12-03 02:30:00,2024-12-03 04:00:00,90,0,No Info,3342
Jet Airways,2019-06-27,Mumbai,Hyderabad,2024-12-03 10:20:00,2024-12-03 11:50:00,90,0,In-flight meal not included,4995
Spicejet,2019-06-01,Kolkata,Bangalore,2024-12-03 22:20:00,2024-06-02 00:40:00,140,0,No check-in baggage included,3841
Spicejet,2019-06-18,Kolkata,Bangalore,2024-12-03 17:10:00,2024-12-03 19:40:00,150,0,No check-in baggage included,3841
Indigo,2019-05-03,Mumbai,Hyderabad,2024-12-03 21:20:00,2024-12-03 22:50:00,90,0,No Info,2437
Air India,2019-05-06,Kolkata,Bangalore,2024-12-03 20:30:00,2024-05-07 08:55:00,745,1,No Info,10203
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 08:25:00,2024-12-03 20:45:00,740,1,In-flight meal not included,10844
Air India,2019-03-27,Delhi,Cochin,2024-12-03 13:05:00,2024-03-28 07:40:00,1115,2,No Info,8892
Air India,2019-03-15,Bangalore,Delhi,2024-12-03 10:30:00,2024-12-03 21:25:00,655,2,No Info,6593
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 20:25:00,2024-05-02 18:00:00,1295,1,In-flight meal not included,9314
Vistara,2019-06-18,Chennai,Kolkata,2024-12-03 17:45:00,2024-12-03 20:05:00,140,0,No Info,11982
Indigo,2019-03-03,Bangalore,Delhi,2024-12-03 07:10:00,2024-12-03 10:05:00,175,0,No Info,7648
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 14:05:00,2024-06-13 09:20:00,1155,1,In-flight meal not included,8529
Jet Airways,2019-03-15,Bangalore,Delhi,2024-12-03 08:00:00,2024-03-16 07:40:00,1420,1,In-flight meal not included,9134
Jet Airways,2019-03-03,Delhi,Cochin,2024-12-03 05:40:00,2024-03-04 04:25:00,1365,2,No Info,19266
Jet Airways,2019-05-01,Bangalore,Delhi,2024-12-03 11:10:00,2024-12-03 14:05:00,175,0,No Info,7229
Jet Airways,2019-06-15,Delhi,Cochin,2024-12-03 18:25:00,2024-06-16 12:35:00,1090,2,No Info,14237
Vistara,2019-03-12,Mumbai,Hyderabad,2024-12-03 07:30:00,2024-03-13 09:25:00,1555,1,No Info,12080
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-02 10:05:00,845,1,No Info,13941
Jet Airways,2019-05-09,Kolkata,Bangalore,2024-12-03 16:30:00,2024-12-03 23:35:00,425,1,No Info,14781
Air India,2019-05-09,Kolkata,Bangalore,2024-12-03 12:00:00,2024-05-10 18:30:00,1830,2,No Info,9626
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 14:05:00,2024-12-03 23:35:00,570,1,No Info,13626
Multiple Carriers,2019-06-24,Delhi,Cochin,2024-12-03 14:00:00,2024-06-25 01:30:00,690,1,No Info,13377
Jet Airways,2019-05-21,Kolkata,Bangalore,2024-12-03 18:55:00,2024-05-22 12:00:00,1025,1,In-flight meal not included,10844
Jet Airways,2019-05-01,Delhi,Cochin,2024-12-03 23:05:00,2024-05-03 04:25:00,1760,2,No Info,16704
Air India,2019-05-21,Delhi,Cochin,2024-12-03 12:30:00,2024-05-22 09:25:00,1255,1,No Info,7480
Jet Airways,2019-06-27,Delhi,Cochin,2024-12-03 14:35:00,2024-06-28 12:35:00,1320,2,No Info,13376
Indigo,2019-04-27,Kolkata,Bangalore,2024-12-03 11:30:00,2024-12-03 14:05:00,155,0,No Info,4804
Air Asia,2019-04-24,Kolkata,Bangalore,2024-12-03 19:55:00,2024-12-03 22:25:00,150,0,No Info,4107
Multiple Carriers,2019-03-27,Delhi,Cochin,2024-12-03 13:00:00,2024-03-28 01:35:00,755,1,No Info,12327
Jet Airways,2019-03-06,Delhi,Cochin,2024-12-03 09:00:00,2024-12-03 18:50:00,590,1,No Info,17024
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 20:55:00,2024-05-19 04:25:00,450,1,No Info,15554
Jet Airways,2019-03-06,Bangalore,Delhi,2024-12-03 05:45:00,2024-03-07 05:05:00,1400,1,No Info,13555
Air India,2019-06-27,Delhi,Cochin,2024-12-03 13:30:00,2024-12-03 23:00:00,570,1,No Info,8907
Multiple Carriers,2019-06-09,Delhi,Cochin,2024-12-03 04:55:00,2024-12-03 19:00:00,845,1,No Info,10877
Goair,2019-06-09,Delhi,Cochin,2024-12-03 10:35:00,2024-12-03 19:35:00,540,1,No Info,5281
Vistara,2019-06-01,Bangalore,Delhi,2024-12-03 07:00:00,2024-12-03 09:40:00,160,0,No Info,4878
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 09:00:00,2024-12-03 19:00:00,600,1,No Info,10197
Jet Airways,2019-04-06,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 19:00:00,660,1,In-flight meal not included,5406
Jet Airways,2019-05-21,Bangalore,Delhi,2024-12-03 15:50:00,2024-12-03 18:45:00,175,0,No Info,7229
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 10:00:00,2024-05-28 04:25:00,1105,1,In-flight meal not included,12898
Air India,2019-03-21,Bangalore,Delhi,2024-12-03 11:50:00,2024-12-03 19:50:00,480,1,No Info,5932
Jet Airways,2019-03-06,Delhi,Cochin,2024-12-03 19:10:00,2024-03-07 19:45:00,1475,2,No Info,21954
Air India,2019-03-01,Bangalore,Delhi,2024-12-03 10:30:00,2024-03-02 11:20:00,1490,1,No Info,11528
Jet Airways,2019-04-01,Bangalore,Delhi,2024-12-03 07:10:00,2024-12-03 10:10:00,180,0,No Info,7229
Jet Airways,2019-06-06,Delhi,Cochin,2024-12-03 14:00:00,2024-06-07 04:25:00,865,1,No Info,14714
Air India,2019-06-15,Bangalore,Delhi,2024-12-03 17:00:00,2024-12-03 19:45:00,165,0,No Info,7171
Indigo,2019-05-15,Kolkata,Bangalore,2024-12-03 09:35:00,2024-12-03 12:20:00,165,0,No Info,4804
Jet Airways,2019-06-24,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 12:35:00,330,1,No Info,14924
Air India,2019-03-21,Delhi,Cochin,2024-12-03 12:20:00,2024-03-22 19:15:00,1855,2,No Info,10703
Indigo,2019-05-24,Bangalore,Delhi,2024-12-03 23:30:00,2024-05-25 02:20:00,170,0,No Info,4591
Multiple Carriers,2019-03-21,Delhi,Cochin,2024-12-03 09:00:00,2024-12-03 21:00:00,720,1,No Info,13062
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 09:00:00,2024-05-19 12:35:00,1655,1,In-flight meal not included,12373
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 18:55:00,2024-05-19 04:40:00,585,1,In-flight meal not included,8586
